id,city,cc1,minrate,nr_rooms,checkin,default_comm_lang,office_id,km_from_city_center,first_opened,payment_method,star_rating,hotel_type 
55125,Florence,it,107.8,1,15:00,it,279,0,02/01/2015,"cc,ca",,Apartment
53296,Roma,it,0,1,14:00,it,13,3,1/13/15,"cc, ca, bt",,Apartment
47201,Florence,it,0,1,16:00,NA,279,0,12/24/14,"cc,bt",5,Apartment
101558,Cannes,fr,686,3,15:00,fr,378,5,11/11/2015,"cc,ca,bt,bc",3,Apartment
56522,Roma,it,58.8,3,14:30,it,13,6,2/13/15,"cc,bt",4,Bed and Breakfast
80466,Roma,it,0,1,13:00,en,13,5,6/18/15,"cc, ca, bt",2,Apartment
61793,Florence,it,148.7003,1,16:00,NA,279,3,3/31/15,"ca, bt,",3,Apartment
4759,Roma,it,29.4,3,11:00,it,13,0,2/14/14,"cc,bt",,Bed and Breakfast
85779,Paris,fr,154.35,1,17:00,NA,4,0,9/17/15,ca,3,Apartment
67474,Venice,it,196,1,14:00,en,363,3,4/20/15,"cc,ca,bt,bc",5,Apartment
31931,Florence,it,168.7707,1,16:00,NA,279,3,09/11/2014,"cc,ca",,Apartment
108351,Roma,it,0,1,14:00,it,13,8,2/20/16,"cc,bt",,Apartment
62108,Roma,it,196,1,14:00,it,13,8,3/19/15,"cc,bt",5,Apartment
34745,Paris,fr,0,1,14:00,fr,4,3,9/19/14,"cc, ca, bt",5,Apartment
101232,Roma,it,67.62,3,12:00,it,13,3,11/06/2015,"cc,bt",2,Bed and Breakfast
79381,Venice,it,0,1,11:30,it,363,2,6/20/15,ca,3,Apartment
69646,Roma,it,0,1,16:00,it,13,4,05/11/2015,"cc,bt",,Apartment
27096,Florence,it,0,1,16:00,NA,279,4,08/01/2014,"cc,bt",3,Apartment
74235,Milano,it,88.2,8,16:00,it,221,8,5/29/15,ca,2,Apartment
108225,Nice,fr,0,1,17:00,fr,378,14,1/21/16,"cc, ca, bt",,Apartment
84951,Paris,fr,132.3,1,12:00,fr,4,6,12/18/15,ca,3,Apartment
81497,Venice,it,85.309,3,15:00,it,363,15,8/25/15,"cc, ca, bt",,Guest house
82732,Roma,it,58.8,3,14:00,it,13,15,07/07/2015,ca,1,Guest house
80249,Roma,it,0,1,12:00,it,13,4,6/19/15,"cc,ca",5,Holiday home
87342,Paris,fr,107.8,1,13:00,en,4,3,7/23/15,"cc, ca, bt",3,Apartment
41886,Paris,fr,156.8,1,14:00,NA,4,1,1/29/15,"cc,ca",,Apartment
107472,Venice,it,136.22,1,15:00,it,363,0,02/02/2016,"cc,bt",5,Apartment
56662,Paris,fr,0,1,14:00,NA,4,12,4/14/15,"cc,bt",3,Apartment
54007,Roma,it,135.24,1,13:00,it,13,3,1/22/15,"cc,ca,bt,bc",3,Apartment
11339,Palermo,it,58.8,1,14:00,it,326,2,04/08/2014,"cc,ca",,Apartment
65813,Milano,it,0,3,12:00,it,221,6,04/09/2015,"cc,ca,bt,bc",2,Guest house
19235,Palermo,it,79.38,1,10:30,it,326,15,5/27/14,"ca, bt,",5,Apartment
58382,Cannes,fr,0,1,14:00,fr,378,0,2/25/15,"ca, bt,",5,Apartment
56811,Paris,fr,309.68,1,14:00,NA,4,4,08/10/2015,"cc,bt",4,Apartment
20952,Roma,it,0,1,12:00,it,13,7,06/09/2014,"cc,ca,bt,bc",3,Apartment
43261,Paris,fr,90.16,1,16:00,NA,4,5,12/30/14,"cc,bt",2,Apartment
92996,Milano,it,88.2,1,16:00,en,221,2,09/02/2015,"ca, bt,",3,Apartment
56761,Paris,fr,0,1,14:00,NA,4,12,4/14/15,"cc,bt",,Apartment
68884,Roma,it,0,1,16:00,it,13,13,05/01/2015,"ca, bt,",2,Apartment
75244,Milano,it,0,1,14:00,it,221,11,06/08/2015,bc,5,Apartment
84136,Paris,fr,0,1,10:00,fr,4,12,07/06/2015,"cc, ca, bt",3,Apartment
89675,Palermo,it,0,1,9:00,it,326,1,08/06/2015,"cc, ca, bt",1,Holiday home
99620,Milano,it,147,1,12:30,it,221,0,11/03/2015,"ca, bt,",5,Apartment
106025,Cannes,fr,135.2988,1,16:00,fr,378,5,12/23/15,"cc,bt",,Apartment
27717,Paris,fr,0,1,15:00,fr,4,9,08/05/2014,"cc,ca,bt,bc",,Apartment
61415,Palermo,it,0,1,15:00,it,326,3,3/13/15,"cc,ca",5,Apartment
29951,Roma,it,0,1,14:30,en,13,12,11/11/2014,"cc, ca, bt",,Bed and Breakfast
57950,Florence,it,64.0332,1,14:00,it,279,0,2/20/15,"cc,bt",4,Apartment
48284,Venice,it,165.9042,1,16:00,NA,363,7,12/24/14,"ca, bt,",4,Apartment
1406,Paris,fr,0,1,15:00,fr,4,3,1/29/14,"ca, bt,",4,Apartment
1265,Paris,fr,183.26,6,15:00,NA,4,3,3/17/14,"cc,bt",5,Apartment
87252,Roma,it,0,1,14:00,xb,13,10,7/22/15,"cc, ca, bt",3,Apartment
72993,Venice,it,169.05,3,15:00,it,363,2,6/16/15,"ca, bt,",,Apartment
74690,Roma,it,127.4,3,14:00,it,13,12,5/29/15,"cc,bt",3,Guest house
98490,Roma,it,78.4,4,12:30,it,13,6,10/27/15,"cc,bt",4,Bed and Breakfast
52095,Roma,it,73.82666667,1,14:00,it,13,15,01/02/2015,"cc,bt",5,Apartment
36009,Napoli,it,28.42,2,11:00,it,353,1,9/21/14,"cc, ca, bt",5,Bed and Breakfast
77856,Roma,it,0,1,14:00,it,13,4,07/07/2015,ca,,Apartment
25805,Nice,fr,128.184,1,16:30,fr,378,1,07/02/2014,"cc,ca",4,Apartment
46430,Roma,it,0,1,15:00,it,13,3,12/30/14,"cc,bt",,Apartment
54611,Florence,it,142.1,3,11:00,it,279,14,02/10/2015,"cc, ca, bt",3,Apartment
74253,Milano,it,78.4,7,16:00,it,221,0,5/27/15,ca,5,Guest house
104973,Palermo,it,49,1,13:00,it,326,11,04/12/2016,"cc,ca",1,Apartment
56400,Paris,fr,89.18,29,14:00,fr,4,2,02/11/2015,"cc, ca, bt",3,Hotel
7477,Nice,fr,0,1,16:00,en,378,15,2/28/14,"cc, ca, bt",,Apartment
46175,Roma,it,0,1,13:30,it,13,12,12/15/14,"cc,bt",3,Apartment
85230,Roma,it,0,3,14:30,en,13,9,08/08/2015,"cc,ca",,Guest house
99110,Lyon,fr,0,1,16:00,NA,186,3,11/09/2015,"cc, ca, bt",5,Apartment
73528,Florence,it,77.42,1,12:00,it,279,7,6/22/15,"cc,ca",3,Apartment
8165,Paris,fr,162.68,5,15:00,NA,4,0,3/21/14,"cc,bt",3,Apartment
101378,Roma,it,62.72,5,13:00,it,13,1,11/11/2015,"cc, ca, bt",2,Guest house
51805,Roma,it,122.5,1,12:30,it,13,0,12/30/14,"cc, ca, bt",,Apartment
98369,Cannes,fr,280.28,1,14:00,it,378,2,10/30/15,"cc,bt",5,Apartment
29400,Cannes,fr,301.35,1,15:00,fr,378,14,7/29/14,"cc,bt",4,Apartment
6387,Palermo,it,13.622,10,14:00,it,326,5,2/25/14,ca,2,Hostel
21174,Napoli,it,48.02,3,13:30,it,353,9,06/10/2014,"cc,ca",3,Bed and Breakfast
114366,Paris,fr,171.5,60,14:00,fr,4,3,3/17/16,"cc,bt",,Hotel
65274,Roma,it,0,1,13:00,it,13,9,04/07/2015,ca,3,Apartment
91791,Florence,it,156.8,1,15:00,it,279,3,8/26/15,"cc,ca",5,Apartment
112881,Milano,it,66.15,3,14:00,zh,221,12,03/04/2016,"cc,bt",4,Apartment
66365,Roma,it,85.456,1,13:00,it,13,0,4/13/15,"cc,ca,bt,bc",3,Apartment
68104,Florence,it,245,1,14:00,xu,279,8,06/10/2015,"cc,bt",,Villa
61146,Roma,it,88.2,1,14:00,it,13,2,04/02/2015,"cc,ca,bt,bc",,Apartment
97374,Roma,it,106.82,1,15:00,it,13,0,10/14/15,"cc,ca",3,Apartment
55521,Roma,it,0,1,12:00,it,13,15,02/06/2015,"cc,bt",3,Apartment
17251,Paris,fr,0,1,15:00,fr,4,1,5/26/14,"cc,bt",3,Apartment
54380,Paris,fr,0,1,15:00,fr,4,11,02/03/2015,"cc,bt",5,Apartment
71697,Milano,it,0,1,19:00,it,221,2,06/03/2015,"cc, ca, bt",3,Guest house
87001,Florence,it,127.4,1,14:00,it,279,3,04/06/2016,"cc, ca, bt",,Apartment
30995,Paris,fr,0,1,14:00,NA,4,3,9/17/14,"cc,bt",5,Apartment
11855,Roma,it,70.9716,6,14:00,en,13,0,04/09/2014,"cc,ca",2,Guest house
89417,Milano,it,259.7,1,14:00,it,221,2,08/04/2015,"cc,bt",,Apartment
95894,Roma,it,53.9,1,14:00,it,13,13,10/07/2015,"cc,bt",3,Bed and Breakfast
87194,Paris,fr,0,1,15:00,it,4,6,7/28/15,"cc, ca, bt",5,Apartment
41234,Florence,it,204.0115,1,16:00,NA,279,5,12/18/14,"cc,ca",,Apartment
33218,Roma,it,0,1,12:00,it,13,2,8/31/14,"cc,bt",3,Apartment
35537,Roma,it,0,1,14:00,it,13,13,9/15/14,"cc,bt",5,Apartment
61215,Paris,fr,0,1,15:00,fr,4,3,3/19/15,"cc,bt",,Apartment
44573,Paris,fr,0,1,16:00,fr,4,9,12/04/2014,"cc,ca",3,Apartment
53896,Palermo,it,58.8,1,7:00,it,326,6,02/07/2015,"cc,bt",,Apartment
104880,Roma,it,96.04,1,14:00,NA,13,0,12/22/15,"cc,ca,bt,bc",5,Apartment
24032,Florence,it,117.2733337,1,15:00,NA,279,14,6/26/14,"cc, ca, bt",4,Apartment
105492,Roma,it,34.3,3,14:00,it,13,6,1/13/16,"cc,bt",,Bed and Breakfast
72244,Florence,it,117.6,4,15:00,en,279,3,5/19/15,"cc,ca",2,Apartment
51169,Milano,it,42.336,1,14:00,it,221,0,12/22/14,"cc,bt",5,Apartment
59435,Milano,it,146.02,1,15:00,it,221,10,03/05/2015,"cc, ca, bt",3,Apartment
88754,Roma,it,97.02,1,14:00,it,13,6,08/10/2015,ca,4,Apartment
9235,Paris,fr,0,1,14:00,fr,4,0,3/24/14,"cc,ca,bt,bc",2,Apartment
29,Napoli,it,46.06,10,11:00,it,353,3,2/17/16,ca,,Hotel
53524,Cannes,fr,0,1,14:00,fr,378,3,1/16/15,"cc,bt",2,Apartment
97480,Roma,it,49.98,1,12:00,it,13,0,10/14/15,"cc,bt",3,Apartment
55900,Paris,fr,0,1,16:00,NA,4,2,02/09/2015,"cc,ca",5,Apartment
104867,Roma,it,94.08,1,14:00,NA,13,3,12/22/15,"cc,ca,bt,bc",5,Apartment
41872,Paris,fr,0,1,14:00,NA,4,6,1/28/15,"cc,ca,bt,bc",2,Apartment
53553,Paris,fr,0,1,15:00,fr,4,1,1/22/15,"cc,ca",3,Apartment
36470,Roma,it,88.2,1,15:00,it,13,2,9/26/14,"cc, ca, bt",2,Apartment
25525,Paris,fr,0,1,14:00,en,4,7,07/02/2014,"cc,bt",4,Apartment
32882,Florence,it,0,1,15:30,NA,279,5,09/08/2014,"cc,bt",5,Apartment
97162,Paris,fr,203.742,1,15:00,en,4,10,10/19/15,"ca, bt,",3,Apartment
72972,Paris,fr,0,1,14:00,en,4,3,5/20/15,"cc,ca,bt,bc",,Apartment
115438,Palermo,it,30.87,1,13:00,it,326,2,04/12/2016,"cc,bt",3,Apartment
66763,Roma,it,44.1,1,14:00,it,13,12,4/24/15,"cc,bt",1,Holiday home
29741,Paris,fr,117.6,1,15:00,fr,4,9,7/31/14,"cc,bt",,Apartment
35270,Nice,fr,137.2,4,15:00,fr,378,3,09/11/2014,"ca, bt,",,Apartment
108453,Milano,it,60.858,1,15:00,it,221,10,1/27/16,"cc,bt",1,Apartment
30541,Roma,it,90.81333366,1,11:00,it,13,12,08/12/2014,"cc,bt",5,Apartment
27721,Paris,fr,239.12,1,15:00,fr,4,1,08/06/2014,"cc, ca, bt",3,Apartment
83345,Roma,it,196,1,15:00,it,13,9,7/14/15,"cc,bt",,Apartment
102025,Roma,it,0,1,12:30,it,13,5,11/13/15,"cc,ca",,Apartment
111558,Roma,it,58.8,3,14:00,it,13,4,2/28/16,"cc,ca",,Guest house
53739,Roma,it,68.6,3,13:00,it,13,2,1/20/15,ca,2,Bed and Breakfast
95387,Florence,it,0,1,15:00,xu,279,4,11/13/15,"cc,ca,bt,bc",5,Apartment
75643,Cannes,fr,0,1,12:00,en,378,2,06/01/2015,"cc,ca,bt,bc",4,Apartment
7608,Milano,it,0,1,14:00,it,221,0,03/12/2014,bc,3,Apartment
101696,Roma,it,98,1,13:00,it,13,4,11/10/2015,bc,3,Apartment
7488,Paris,fr,0,1,16:00,en,4,11,03/04/2014,ca,4,Apartment
109163,Florence,it,0,1,13:30,it,279,1,02/02/2016,"cc,bt",3,Apartment
22123,Roma,it,156.8,1,14:00,it,13,1,6/16/14,"cc, ca, bt",4,Apartment
106877,Paris,fr,117.6,1,15:00,fr,4,13,1/13/16,"ca, bt,",5,Apartment
46526,Florence,it,52.92,1,15:30,it,279,12,12/03/2014,"ca, bt,",4,Apartment
73488,Nice,fr,0,1,14:00,fr,378,11,5/21/15,"ca, bt,",3,Apartment
68128,Roma,it,117.6,1,10:30,en,13,3,5/19/15,"cc,ca,bt,bc",1,Apartment
19504,Florence,it,0,1,14:00,fr,279,1,6/13/14,"cc,bt",3,Apartment
67574,Nice,fr,0,1,14:00,fr,378,10,5/21/15,"cc,bt",5,Apartment
107145,Florence,it,181.3,1,14:00,it,279,14,03/10/2016,"cc,ca,bt,bc",5,Apartment
653,Paris,fr,0,1,15:00,pt,4,15,4/25/14,"cc,bt",4,Apartment
66752,Nice,fr,0,1,14:00,en,378,6,4/14/15,"cc,bt",1,Apartment
6831,Milano,it,31.36,6,14:00,it,221,2,3/18/14,"ca, bt,",5,Guest house
41185,Milano,it,102.41,1,14:00,it,221,6,10/24/14,ca,3,Apartment
93904,Cannes,fr,88.2,1,14:00,fr,378,15,09/10/2015,"cc, ca, bt",3,Apartment
86284,Florence,it,58.8,4,12:00,it,279,0,08/10/2015,"ca, bt,",,Bed and Breakfast
67002,Milano,it,44.1,1,15:00,it,221,2,4/16/15,"cc,ca",4,Bed and Breakfast
66279,Florence,it,0,1,15:00,it,279,3,4/21/15,"cc, ca, bt",3,Apartment
65538,Paris,fr,107.8,1,10:30,it,4,9,4/29/15,"cc,ca",5,Apartment
108448,Roma,it,0,1,15:00,it,13,4,02/10/2016,"cc,bt",3,Apartment
113686,Roma,it,63.7,2,12:00,it,13,12,3/23/16,"cc, ca, bt",,Bed and Breakfast
90290,Paris,fr,196,1,15:00,fr,4,3,08/11/2015,"cc,bt",2,Apartment
99109,Lyon,fr,0,1,16:00,NA,186,3,11/09/2015,"cc,bt",3,Apartment
54321,Venice,it,174.44,1,15:00,it,363,2,1/22/15,"cc,bt",,Apartment
30093,Milano,it,0,1,15:00,it,221,5,08/01/2014,"ca, bt,",3,Apartment
42614,Paris,fr,137.2,1,13:00,fr,4,2,11/11/2014,"cc,ca",3,Apartment
73852,Roma,it,53.9,3,12:00,it,13,4,5/24/15,"cc,bt",,Bed and Breakfast
33589,Palermo,it,40.18,1,15:00,it,326,10,09/08/2014,"ca, bt,",3,Apartment
73857,Venice,it,112.7,1,13:00,it,363,15,5/22/15,bc,5,Apartment
91396,Cannes,fr,0,1,9:00,fr,378,14,8/21/15,"cc,ca",,Apartment
101519,Roma,it,0,1,12:00,it,13,2,2/16/16,"cc,ca",3,Apartment
58781,Florence,it,60.76,4,15:00,it,279,12,03/03/2015,"cc,bt",5,Bed and Breakfast
111259,Milano,it,39.2,5,11:00,it,221,9,2/25/16,"cc,bt",4,Guest house
30315,Nice,fr,76.44,1,14:00,fr,378,10,7/30/14,"cc,bt",,Apartment
61153,Florence,it,99.0878,1,14:00,it,279,5,03/12/2015,"cc,bt",3,Apartment
95378,Roma,it,47.04,1,14:30,it,13,3,9/25/15,"cc, ca, bt",,Guest house
52256,Florence,it,78.4,1,14:00,it,279,6,01/05/2015,"cc,bt",5,Apartment
71240,Napoli,it,33.32,1,12:00,it,353,9,5/13/15,"cc,ca,bt,bc",5,Apartment
91581,Cannes,fr,147,1,12:00,ru,378,3,8/24/15,"cc,bt",2,Apartment
20552,Roma,it,0,2,10:00,it,13,0,06/05/2014,"cc,bt",5,Holiday home
40480,Paris,fr,0,1,14:00,fr,4,13,10/16/14,"ca, bt,",,Apartment
19837,Roma,it,14.7,7,14:00,it,13,0,7/14/14,"ca, bt,",1,Bed and Breakfast
113361,Roma,it,101.92,1,15:00,it,13,6,3/16/16,ca,5,Apartment
82870,Roma,it,0,1,14:00,it,13,7,07/01/2015,"cc,bt",1,Apartment
44536,Nice,fr,186.2,1,16:00,xu,378,6,11/27/14,"cc, ca, bt",3,Apartment
103192,Roma,it,123.48,1,14:00,it,13,5,01/03/2016,"cc,ca",4,Apartment
30975,Paris,fr,195.1245333,1,14:00,NA,4,6,10/24/14,"cc,ca,bt,bc",4,Apartment
75236,Cannes,fr,0,1,8:00,fr,378,9,5/28/15,"ca, bt,",1,Apartment
93521,Paris,fr,115.64,128,14:00,fr,4,6,11/02/2015,"cc, ca, bt",,Hotel
65544,Palermo,it,39.2,1,14:00,it,326,13,4/13/15,"cc,bt",5,Bed and Breakfast
113248,Paris,fr,431.2,1,12:00,en,4,13,03/08/2016,"cc, ca, bt",4,Apartment
95734,Roma,it,0,1,19:00,it,13,6,9/28/15,"cc,ca,bt,bc",1,Apartment
89949,Paris,fr,0,1,17:00,xu,4,2,8/13/15,"cc, ca, bt",,Apartment
114763,Milano,it,95.06,1,15:00,it,221,0,4/13/16,"cc,bt",1,Apartment
64526,Milano,it,0,1,14:00,it,221,3,05/02/2015,"cc,bt",,Apartment
114419,Florence,it,117.6,1,14:00,it,279,11,3/31/16,"cc, ca, bt",,Apartment
31478,Paris,fr,0,1,14:00,fr,4,14,09/09/2014,"cc,bt",4,Apartment
105865,Paris,fr,190.12,1,15:00,fr,4,5,02/10/2016,"cc,ca",4,Apartment
99402,Paris,fr,73.5,1,15:00,fr,4,14,11/06/2015,"cc,ca,bt,bc",3,Apartment
73158,Florence,it,0,1,16:00,NA,279,1,5/29/15,"cc, ca, bt",5,Apartment
30379,Roma,it,90.6598,1,8:00,it,13,1,09/01/2014,"cc,bt",,Apartment
49543,Cannes,fr,129.5168,1,16:00,fr,378,2,12/16/14,"cc,ca,bt,bc",,Apartment
68292,Milano,it,245,1,14:00,it,221,3,05/06/2015,"cc,ca,bt,bc",,Apartment
66714,Milano,it,0,1,13:00,it,221,8,4/14/15,"cc,bt",,Apartment
4168,Roma,it,39.2,1,14:00,it,13,12,1/23/14,"cc, ca, bt",3,Apartment
22341,Roma,it,48.5688,1,15:00,it,13,2,6/18/14,"cc,ca,bt,bc",3,Apartment
35678,Milano,it,17.64,11,13:30,it,221,0,9/17/14,"cc,ca",3,Bed and Breakfast
21138,Roma,it,78.4,5,12:00,it,13,4,06/10/2014,"cc, ca, bt",5,Country house
70080,Milano,it,58.8,1,15:00,it,221,3,05/11/2015,"cc,ca,bt,bc",5,Apartment
88270,Roma,it,73.5,1,15:00,it,13,1,8/17/15,"cc,ca",3,Bed and Breakfast
92358,Milano,it,98,1,14:00,it,221,6,09/07/2015,ca,4,Apartment
88948,Milano,it,0,1,15:00,it,221,13,9/21/15,"cc,bt",5,Apartment
94894,Milano,it,54.929,1,15:00,it,221,7,9/30/15,"ca, bt,",3,Apartment
73924,Milano,it,225.4,1,14:00,en,221,4,5/22/15,"cc,bt",3,Apartment
98158,Florence,it,0,1,12:00,it,279,12,10/21/15,"ca, bt,",3,Apartment
69512,Cannes,fr,0,1,13:00,ru,378,10,4/30/15,ca,1,Apartment
18155,Palermo,it,29.4,1,14:00,it,326,0,5/27/14,"cc,bt",4,Apartment
31128,Paris,fr,0,1,16:00,fr,4,4,8/13/14,"cc,bt",5,Apartment
29600,Roma,it,169.8666663,1,16:00,NA,13,5,8/13/14,ca,2,Apartment
68455,Milano,it,0,1,15:00,it,221,15,05/06/2015,"cc,ca,bt,bc",5,Apartment
19058,Roma,it,73.5,2,14:00,it,13,3,5/26/14,"cc,bt",,Guest house
113968,Napoli,it,52.92,3,13:00,it,353,0,3/17/16,"ca, bt,",4,Bed and Breakfast
64137,Roma,it,0,1,13:00,it,13,8,04/01/2015,"cc, ca, bt",3,Apartment
81756,Florence,it,0,1,17:00,NA,279,2,09/08/2015,"cc,ca",,Apartment
113171,Florence,it,0,1,16:00,NA,279,3,03/11/2016,"cc,ca",,Apartment
88411,Roma,it,88.2,1,14:00,it,13,1,7/28/15,bc,3,Apartment
79103,Milano,it,0,4,14:00,it,221,15,07/01/2015,ca,5,Bed and Breakfast
103465,Cannes,fr,123.48,1,14:00,fr,378,3,12/08/2015,"cc, ca, bt",3,Apartment
33429,Cannes,fr,283.22,1,14:30,fr,378,4,09/03/2014,"cc,bt",3,Apartment
6918,Roma,it,149.058,13,14:00,it,13,14,03/03/2014,"cc, ca, bt",,Guest house
97590,Napoli,it,47.04,1,12:00,it,353,2,11/11/2015,"cc,bt",4,Apartment
93433,Nice,fr,0,1,15:00,fr,378,1,09/07/2015,"cc, ca, bt",4,Apartment
113077,Roma,it,136.22,1,14:00,it,13,9,3/14/16,ca,,Apartment
33545,Paris,fr,93.1,1,13:00,fr,4,3,09/04/2014,"cc,bt",,Apartment
95051,Roma,it,0,6,14:00,it,13,4,9/23/15,"cc, ca, bt",3,Guest house
6256,Nice,fr,0,1,15:00,en,378,15,2/24/14,"cc,ca,bt,bc",3,Apartment
86724,Roma,it,94.08,1,13:00,it,13,9,7/23/15,"cc, ca, bt",3,Apartment
32935,Palermo,it,49,1,15:00,it,326,2,11/29/14,"cc,ca",3,Apartment
86076,Milano,it,117.6,2,14:00,it,221,15,7/22/15,"cc, ca, bt",3,Bed and Breakfast
10526,Cannes,fr,97.02,3,16:00,da,378,9,3/31/14,"cc,ca,bt,bc",,Apartment
52786,Milano,it,127.743,1,15:00,it,221,5,01/12/2015,bc,,Apartment
98790,Palermo,it,29.302,2,12:00,it,326,6,10/26/15,"cc, ca, bt",1,Apartment
95306,Roma,it,0,1,14:00,xu,13,0,9/22/15,"cc,bt",2,Apartment
63018,Roma,it,58.8,1,14:00,it,13,2,3/24/15,"cc, ca, bt",3,Holiday home
104720,Roma,it,93.1,1,14:00,it,13,8,03/09/2016,"cc, ca, bt",1,Apartment
111791,Roma,it,68.6,1,13:00,it,13,12,2/29/16,"cc,bt",,Apartment
87857,Roma,it,124.95,1,14:00,it,13,10,7/27/15,"cc,bt",4,Apartment
109490,Roma,it,58.8,2,12:00,it,13,0,02/10/2016,"cc, ca, bt",1,Bed and Breakfast
7946,Palermo,it,63.7,1,10:00,it,326,13,03/06/2014,"ca, bt,",,Apartment
1305,Paris,fr,0,1,15:00,NA,4,15,2/20/14,"ca, bt,",5,Apartment
40651,Paris,fr,190.512,7,15:00,fr,4,0,10/22/14,"cc,bt",5,Apartment
93427,Roma,it,0,1,12:30,xu,13,15,09/07/2015,ca,,Apartment
55732,Paris,fr,107.8,1,15:00,fr,4,4,02/09/2015,"cc,ca,bt,bc",1,Apartment
97227,Venice,it,121.422,1,14:00,it,363,0,10/21/15,"cc,bt",3,Apartment
26872,Paris,fr,0,1,14:00,fr,4,5,07/11/2014,"cc,ca,bt,bc",4,Apartment
52438,Napoli,it,58.8,1,12:30,it,353,0,01/07/2015,ca,4,Apartment
99129,Lyon,fr,127.4,1,16:00,NA,186,3,11/09/2015,"cc,bt",5,Apartment
85734,Paris,fr,0,1,17:00,NA,4,9,9/17/15,"cc,ca",2,Apartment
79468,Milano,it,0,1,14:30,xu,221,11,07/02/2015,"cc, ca, bt",,Apartment
81622,Venice,it,277.6666663,1,15:00,it,363,6,7/15/15,"cc,bt",1,Apartment
107458,Nice,fr,0,1,14:00,ru,378,3,2/16/16,"cc,ca",3,Apartment
100086,Milano,it,52.92,1,16:00,it,221,1,11/03/2015,"cc, ca, bt",3,Apartment
69036,Florence,it,52.92,4,11:30,it,279,3,4/30/15,"cc, ca, bt",2,Guest house
64108,Paris,fr,197.225,1,13:00,fr,4,4,04/03/2015,"cc, ca, bt",,Apartment
58258,Lyon,fr,0,1,16:00,fr,186,0,2/26/15,"cc, ca, bt",2,Apartment
98161,Nice,fr,0,1,14:00,fr,378,0,10/21/15,"cc,bt",,Apartment
63972,Roma,it,96.726,1,15:00,it,13,1,3/27/15,"cc,ca",1,Apartment
25850,Roma,it,96.04,4,14:00,it,13,10,6/30/14,"cc, ca, bt",2,Bed and Breakfast
108692,Paris,fr,563.5,5,16:00,xu,4,8,02/04/2016,"ca, bt,",,Apartment
115521,Paris,fr,147,2,15:00,fr,4,3,3/24/16,"cc,bt",3,Apartment
51252,Roma,it,0,2,11:30,it,13,11,12/26/14,"cc, ca, bt",3,Bed and Breakfast
62691,Roma,it,156.8,1,12:00,it,13,14,3/23/15,"cc,bt",2,Apartment
115633,Cannes,fr,0,1,14:00,fr,378,5,3/25/16,"ca, bt,",5,Apartment
103965,Nice,fr,0,1,16:00,NA,4,11,12/15/15,"cc,bt",,Apartment
107570,Paris,fr,65.66,1,14:00,fr,4,11,02/02/2016,bc,,Apartment
99079,Paris,fr,209.5632,1,14:00,en,4,10,10/30/15,"cc,ca",1,Apartment
49849,Roma,it,0,1,15:00,it,13,5,12/11/2014,"cc,bt",5,Apartment
85708,Paris,fr,78.498,1,17:00,NA,4,9,09/09/2015,"cc,ca,bt,bc",2,Apartment
115700,Florence,it,179.34,1,15:00,it,279,8,3/25/16,"cc, ca, bt",,Apartment
112188,Roma,it,144.06,1,13:00,it,13,4,3/23/16,"cc,bt",3,Guest house
94756,Roma,it,61.74,3,15:00,it,13,3,9/17/15,"ca, bt,",5,Bed and Breakfast
58847,Roma,it,127.4,1,12:00,it,13,12,2/27/15,"cc,bt",1,Holiday home
77802,Roma,it,60.858,36,14:00,it,13,6,6/26/15,"cc, ca, bt",3,ApartHotel
30482,Paris,fr,186.2,1,15:00,fr,4,1,12/22/14,"cc, ca, bt",5,Apartment
63116,Nice,fr,98,1,15:00,xu,378,1,3/30/15,"cc, ca, bt",3,Apartment
77382,Nice,fr,107.8,1,16:00,fr,378,7,6/15/15,"cc,ca",3,Apartment
30993,Paris,fr,0,1,14:00,NA,4,15,3/18/15,"cc,ca",,Apartment
96817,Palermo,it,0,1,14:00,it,326,2,10/08/2015,"cc, ca, bt",2,Apartment
21623,Milano,it,0,1,14:00,NA,221,6,6/24/14,"cc, ca, bt",2,Apartment
82971,Roma,it,0,1,14:00,it,13,0,8/28/15,"ca, bt,",2,Apartment
78853,Roma,it,107.8,1,15:00,it,13,4,6/24/15,ca,5,Apartment
20665,Nice,fr,0,1,15:00,NA,378,1,6/20/14,ca,3,Apartment
80620,Milano,it,0,1,15:30,it,221,4,6/22/15,"cc,ca",5,Apartment
102567,Florence,it,123.97,1,12:00,it,279,5,2/18/16,"cc,ca",,Apartment
82651,Roma,it,63.7,1,12:00,it,13,4,07/01/2015,"ca, bt,",3,Apartment
101655,Roma,it,0,3,12:00,it,13,11,11/16/15,"cc, ca, bt",2,Guest house
42514,Roma,it,0,1,7:00,it,13,15,11/11/2014,"cc,ca",5,Apartment
17682,Roma,it,0,3,12:00,it,13,7,5/14/14,"cc, ca, bt",4,Bed and Breakfast
33304,Florence,it,0,1,15:00,en,279,9,09/01/2014,"cc, ca, bt",4,Apartment
97181,Paris,fr,0,1,15:00,en,4,2,10/12/2015,"cc,bt",,Apartment
84822,Paris,fr,0,1,17:00,en,4,1,7/15/15,"cc,bt",,Apartment
80411,Nice,fr,63.7,1,13:30,fr,378,15,6/27/15,"ca, bt,",4,Apartment
99167,Paris,fr,38.22,354,12:00,fr,4,13,11/03/2015,"cc, ca, bt",5,Hotel
